State_Name,County_Name,Census_2010,Estimates_Base,Estimate_2010,Estimate_2011,Estimate_2012,Estimate_2013,Estimate_2014,Estimate_2015,Estimate_2016,Estimate_2017,Estimate_2018,Estimate_2019,Land_Area,Population_Density,Wikipedia_URL,Wikipedia_ID,County_Coordinates,Area_Water,Area_Total,Time_Zones,Time_Zones_Summer_DST,Founded,Seat,Website,Congressional_Districts,Largest_Cities,Named_For,County,Largest_Township,Area_Codes,FIPS_Codes,Largest_Community,GNIS_Feature_IDs,Incorporated,Largest_Village,County_Seat,Parish,Regions,Government_Mayor,Elevation,Mottos,Government_Type,ZIP_Codes,Independent_City,Nicknames,Largest_Borough,Highest_Elevation,Designated,Government_Body,Boroughs,Demonyms,Established,Government_Commissioner,Metro_Area,Area_Independent_City,Shire_Town,State_Routes,Area_Rank,Interstates,Settled,U_S_Routes,Largest_Municipality,Waterways,Government_Vice_Mayor,Indiana_House_Of_Representatives_Districts,Largest_CDP,Airports,Area_Percentage,Area_Metro,City,Government_State_Senate,Public_Transit,Government_District_Attorney,Area_County,Area_Rank_Region,GDP,Indiana_Senate_Districts,Incorporated_As_Town,GDP_2018,Government_Council,Incorporated_As_City,CSA,Government_Manager,Government_President,Incorporated_Municipalities,County_Seat_And_Largest_City,Government_County_Board,ZIP_Code_Prefixes,Metro,Metropolitan_Area,Incorporated_Cities,Government_Board_President,Pre_Incorporation_County,Government_County_Administrator,Primary_Airport,Parish_Seat,Government_Supervisors,Formed,Government_Assembly_Members,Zip_Code,South_Shore_Line_Stations,Government_Executive,City_And_County,Amtrak_Stations,Southern_Portion_Summer_DST,West_Wendover,Lowest_Elevation,Government_US_House,Kenton_Unofficially,Nara_Visa_Unofficially,Northern_Portion_Summer_DST,Southern_Portion,Lowest_Elevation_At_Lake_Michigan,Consolidated,Organized,GDP_Per_Capita,Northern_Portion,West_Wendover_Summer_DST,ZIP,Nara_Visa_Unofficially_Summer_DST,Secondary_Airport,Commuter_Rail,Kenton_Unofficially_Summer_DST,Major_Airport,Elevation_Mean,Government_Chief_Executive_Officer,Founded_By,Government_State_Reps,Existed,Government_Governing_Body,Major_Waterways,Area_Land_CDP,South_Of_Salmon_River_Summer_DST,Abolished,GNIS_ID,Area_Consolidated_City_County,Government_Comptroller,Area_City,Most_Of_County,Type,Western_Portion_Summer_DST,Incorporated_Independent_City,Rapid_Transit,Area_Unified_Borough,Re_Organized,Nan_Summer_DST,Western_Part_Of_County_Summer_DST,Geocode,Government_US_Rep,Government_Delegate,Government_State_Assemblyman,Southern_Fifth,Southern_Fifth_Summer_DST,Government_President_Board_Of_Aldermen,Government_City_Attorney,Most_Of_County_Summer_DST,Eastern_Part_Of_County,Eastern_Portion_Summer_DST,Government_County_Council,Created,Eastern_Portion,Area_Urban,Western_Portion,Government_Virginia_Senate,Interstate_And_US_Routes,Government_Board_Of_County_Commissioners,Government_Administrative_Officer,Area_State_Capital_City_And_Borough,Primary,Highways_Freeways,Home_Rule_City,Largest_Settlement,Northwestern,Government_Houses_Of_Delegates,Named,Government_Alaska_House,Government_United_States_Representatives,Founded_Date,Area_Water_CDP,Borough_Seat,Government_Commissioner_Of_Revenue,U_S_And_State_Routes,Area_City_And_County,Dimensions_Width,Reference_No,Area_Urban_CDP,Government_US_Senate,Historic_Colony,Area_Borough,Northwestern_Summer_DST,American,Mission,Colonized,Districts,North_Of_Salmon_River_Summer_DST,Borough_Created,Government_Council_Chair,South_Of_Salmon_River,Area_State_Capital_And_Consolidated_City_County,Area_Density,Highest_Elevation_SW_Galena_Twp,North_Of_Salmon_River,Government_Alaska_Senate,Chartered,State_Highways,Largest_Place,Dimensions_Length,English,Primary_Summer_DST,Western_Part_Of_County,ZIP_Code_Format,Government_Treasurer
Alabama,Chilton County,43643,43632,43653,43689.0,43582.0,43628.0,43760.0,43700.0,43866.0,44120.0,44163.0,44428,1790.0,62/sq mi (24/km2),"https://en.wikipedia.org/wiki/Chilton_County,_Alabama",76945,32°50′43″N 86°42′52″W / 32.845277777778°N 86.714444444444°W,,,,,"December 30, 1868",Clanton,www.chiltoncounty.org,,,"William Parish Chilton, Sr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Choctaw County,13859,13858,13849,13609.0,13563.0,13397.0,13317.0,13231.0,13045.0,12925.0,12833.0,12589,2370.0,15/sq mi (5.8/km2),"https://en.wikipedia.org/wiki/Choctaw_County,_Alabama",76951,32°01′13″N 88°15′47″W / 32.020277777778°N 88.263055555556°W,,,,,"December 29, 1847",Butler,,,,Choctaw tribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Clarke County,25833,25833,25766,25587.0,25155.0,25123.0,24864.0,24698.0,24340.0,24063.0,23918.0,23622,3210.0,21/sq mi (8.0/km2),"https://en.wikipedia.org/wiki/Clarke_County,_Alabama",76955,31°40′25″N 87°50′17″W / 31.673611111111°N 87.838055555556°W,,,,,"December 10, 1812",Grove Hill,www.clarkecountyal.com,"1st, 7th",,John Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Clay County,13932,13930,13898,13687.0,13434.0,13404.0,13441.0,13415.0,13393.0,13350.0,13294.0,13235,1560.0,23/sq mi (8.9/km2),"https://en.wikipedia.org/wiki/Clay_County,_Alabama",57769,33°16′20″N 85°51′40″W / 33.272222222222°N 85.861111111111°W,,,,,"December 7, 1866",Ashland,alabamaclaycounty.com,,,Henry Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Cleburne County,14972,14972,15004,14928.0,14889.0,14976.0,15026.0,14914.0,14848.0,14899.0,15010.0,14910,1500.0,27/sq mi (10/km2),"https://en.wikipedia.org/wiki/Cleburne_County,_Alabama",77370,33°40′38″N 85°30′09″W / 33.677222222222°N 85.5025°W,,,,,"December 6, 1866",Heflin,www.cleburnecounty.us,,,Patrick Cleburne,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Coffee County,49948,49955,50208,50444.0,51141.0,50681.0,50657.0,50963.0,51202.0,51853.0,51950.0,52342,1760.0,73/sq mi (28/km2),"https://en.wikipedia.org/wiki/Coffee_County,_Alabama",77369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Colbert County,54428,54428,54524,54539.0,54570.0,54529.0,54462.0,54417.0,54497.0,54695.0,55004.0,55241,1540.0,88/sq mi (34/km2),"https://en.wikipedia.org/wiki/Colbert_County,_Alabama",77368,34°40′36″N 87°49′02″W / 34.676666666667°N 87.817222222222°W,,,,,"February 6, 1867",Tuscumbia,www.colbertcounty.org,,,George and Levi Colbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Conecuh County,13228,13236,13236,13195.0,13046.0,12912.0,12677.0,12678.0,12500.0,12431.0,12292.0,12067,2200.0,16/sq mi (6.0/km2),"https://en.wikipedia.org/wiki/Conecuh_County,_Alabama",77371,31°25′32″N 86°59′38″W / 31.425555555556°N 86.993888888889°W,,,,,"February 13, 1818",Evergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Coosa County,11539,11756,11780,11486.0,11346.0,11254.0,11037.0,10934.0,10819.0,10724.0,10643.0,10663,1690.0,17/sq mi (6.7/km2),"https://en.wikipedia.org/wiki/Coosa_County,_Alabama",77372,32°56′11″N 86°14′47″W / 32.936388888889°N 86.246388888889°W,,,,,"December 18, 1832",Rockford,www.coosacountyal.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Covington County,37765,37762,37809,38020.0,37805.0,37814.0,37760.0,37556.0,37382.0,37062.0,36953.0,37049,2700.0,36/sq mi (14/km2),"https://en.wikipedia.org/wiki/Covington_County,_Alabama",77375,31°14′31″N 86°27′09″W / 31.241944444444°N 86.4525°W,,,,,"December 17, 1821",Andalusia,www.covcounty.com,,,Leonard Covington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Crenshaw County,13906,13893,13869,13894.0,13915.0,13847.0,13851.0,13850.0,13916.0,13858.0,13825.0,13772,1580.0,23/sq mi (8.8/km2),"https://en.wikipedia.org/wiki/Crenshaw_County,_Alabama",77377,31°43′41″N 86°18′36″W / 31.728055555556°N 86.31°W,,,,,"November 30, 1866",Luverne,crenshawcountyalonline.com,,,Anderson Crenshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Cullman County,80406,80406,80456,80410.0,80279.0,80690.0,81068.0,81761.0,82450.0,82867.0,83418.0,83768,1900.0,110/sq mi (41/km2),"https://en.wikipedia.org/wiki/Cullman_County,_Alabama",77379,34°08′00″N 86°52′00″W / 34.133333333333°N 86.866666666667°W,,,,,"January 24, 1877",Cullman,www.co.cullman.al.us,,,John G. Cullmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Dale County,50251,50251,50394,50122.0,50289.0,49771.0,49414.0,49365.0,49362.0,49342.0,49143.0,49172,1450.0,89/sq mi (34/km2),"https://en.wikipedia.org/wiki/Dale_County,_Alabama",77384,31°26′00″N 85°36′00″W / 31.433333333333°N 85.6°W,,,,,"December 22, 1824",Ozark,www.dalecountyal.org,,,Samuel Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Dallas County,43820,43813,43854,43251.0,42789.0,41976.0,41554.0,40936.0,40080.0,39238.0,38294.0,37196,2540.0,44/sq mi (17/km2),"https://en.wikipedia.org/wiki/Dallas_County,_Alabama",77381,32°19′29″N 87°06′19″W / 32.324722222222°N 87.105277777778°W,,,,,"February 9, 1818",Selma,www.dallascounty-al.org,,,Alexander J. Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,DeKalb County,71109,71120,71163,71365.0,70944.0,70912.0,70993.0,71087.0,71104.0,71437.0,71407.0,71513,2010.0,91/sq mi (35/km2),"https://en.wikipedia.org/wiki/DeKalb_County,_Alabama",77827,34°27′26″N 85°48′24″W / 34.457222222222°N 85.806666666667°W,,,,,"January 9, 1836",Fort Payne,www.dekalbcountyal.us,,,Johan DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Elmore County,79303,79272,79552,79993.0,80193.0,80536.0,80538.0,80872.0,81204.0,81422.0,81011.0,81209,1600.0,120/sq mi (47/km2),"https://en.wikipedia.org/wiki/Elmore_County,_Alabama",77828,32°35′49″N 86°09′05″W / 32.596944444444°N 86.151388888889°W,,,,,"February 15, 1866",Wetumpka,www.elmoreco.org,,,John A. Elmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Escambia County,38319,38320,38345,38204.0,38023.0,37765.0,37735.0,37661.0,37475.0,36993.0,36524.0,36633,2450.0,40/sq mi (16/km2),"https://en.wikipedia.org/wiki/Escambia_County,_Alabama",77834,31°07′36″N 87°09′44″W / 31.126666666667°N 87.162222222222°W,,,,,"December 10, 1868",Brewton,www.co.escambia.al.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
